ABT,ADSK,AEP,AFL,AIG,AMAT,AON,APA,APD,ARNC,AVY,BAC,BAX,BBT,BCR,BDX,BHI,BK,C,CA,CAG,CCL,CLX,CMA,CPB,CSX,CTL,CVX,D,DOW,DUK,ED,EIX,ETR,EXC,FDX,FITB,GD,GE,GIS,GLW,HAS,HBAN,HES,HPQ,HRB,IBM,INTC,JNJ,JPM,K,KMB,KO,KR,L,LLY,LMT,MCD,MDT,MMC,MRK,MUR,NEE,NEM,NSC,NTRS,NUE,ORCL,OXY,PAYX,PCAR,PCG,PEG,PEP,PFE,PG,PHM,PNC,PPL,R,RTN,SCHW,SEE,SLB,SO,STI,STT,SYY,T,TAP,TGT,TXT,USB,VNO,WFC,WMT,XEL,XOM,XRX,ZION,FFY,^GSPC,risk-free
0.014349219,-0.226375708,-0.026392951,0.075313911,-0.045627375,-0.217213165,-0.034650565,-0.133079834,-0.073752627,0.014830202,-0.056947585,0.040847172,-0.119047597,-0.070157065,-0.101415818,-0.070093516,-0.106463916,0.013890499,-0.073972546,0.074824015,-0.058162955,-0.06926412,0.032057486,-0.01680666,-0.032241536,0,0,-0.019067779,-0.059374935,-0.023026344,-0.065853605,-0.076923016,-0.11519749,-0.10132159,-0.096153856,-0.051829255,-0.04166681,0.039115853,-0.046818573,0.000216208,-0.039087822,0.006310717,0.028037143,-0.093240208,-0.116687479,-0.202290065,0.085858632,0.023681019,-0.035353523,-0.008147085,0.020477832,-0.016181213,-0.043367357,-0.044303994,0.025337578,-0.138461586,-0.011160736,-0.008021377,-0.152583533,-0.052786961,-0.00580266,-0.060605584,-0.013587008,-0.022867259,-0.039150855,0.023809493,-0.074074055,-0.007924103,-0.095959578,-0.048101881,-0.071428571,-0.150537613,-0.054545369,-0.105633897,-0.016809709,-0.009899752,-0.056074558,-0.009548645,-0.052910029,-0.053333359,-0.05673112,-0.013238884,0.033457361,-0.050445144,-0.08121825,-0.00675681,-0.014705774,-0.150058586,0.001171443,0.055944139,-0.120000133,0.001564944,0.113172546,0.030580882,0.01792097,-0.054187116,-0.080452412,-0.053237364,-0.058411302,0.076390514,0.0186,-0.045748017,0.005489521
0.035490317,-0.113629843,0.024615364,0.133802924,0.078163724,-0.042986208,0.071497806,0.19831231,0.030042914,-0.000844976,0.186936883,0.084892153,-0.029720228,0.049567377,-0.087615273,-0.01694919,0.172495899,0.136025299,0.107401778,-0.012526112,0.018188151,-0.028225791,0.142039696,0.031553524,0.030183122,-0.146039717,-0.065454549,0.049900189,0,-0.031152612,0.048257349,0.054053999,0.113586358,0.037037117,0.063157875,0.01577286,0.077419418,0.002282987,0.063186799,-0.045828665,-0.006410296,0.049829925,0.043478213,0.047281105,-0.094871768,-0.163865472,0.036144549,0.15182875,-0.039024387,0.077641905,-0.078039877,0.058155946,-0.007371022,-0.002793188,0.071102329,0.093023229,-0.005547838,-0.060686093,0.005414733,0.081784155,0.049733526,0.023315679,0.060693622,-0.021164091,-0.018542313,0.053231877,-0.06650241,-0.005873613,0.048128361,-0.015700433,0.01826365,0.074712604,0.004672839,0.048672605,0.04581352,0.020104911,0.034148176,0.098136718,0.068571302,0.004219342,-0.111382767,0.089214492,0.04362417,0.173076898,-0.002625477,0.137195088,0.104575119,0.015019145,0.019243678,-0.111111126,0.04924244,0.044117632,0.057269331,0.077097823,0.076687139,0.004739303,0.008042945,0.064564531,-0.135198201,0.027553619,0.0103,0.026101003,0.005142842
-0.02395225,0.067137741,-0.026239078,0.010781825,-0.032715851,-0.024475412,-0.004807706,0.036353039,0.030784584,0.10109888,0.008012514,0.086440767,-0.004530652,-0.008928439,-0.006968671,0.001204867,0.104265444,-0.007229,-0.013084042,0.041818235,-0.035608159,-0.022222171,0.016224123,0.083938598,-0.014170037,0.016712994,-0.055762066,0.00898883,0,0.093498575,0.033248005,-0.015444043,-0.02142861,-0.013215853,-0.057522018,-0.055743338,0.136700828,-0.01886795,0.037666388,0.015217519,0.076923131,0.07246381,0.03006425,0.071072843,-0.063882096,0.030658411,-0.092762483,-0.032943758,-0.013369026,-0.015706829,0.003311299,-0.020492253,0.027930608,0.090908883,-0.11176512,0.072164929,-0.004918007,-0.039999927,0.039215738,-0.043757862,-0.055715896,0.026945579,0.014005687,-0.004395619,0.044478372,0.029379249,0.098906906,-0.093750053,0.163599568,0.061223812,0.031744125,-0.109549176,-0.007868377,0.003005271,0.020872645,0.033536607,-0.098405414,0.004081579,-0.00335278,0.091966256,0.022443872,0.014705926,0.156779755,0.085763236,0,-0.026086944,0.108974761,0,-0.04100222,-0.077419206,0.141176642,0.021464808,0.031251855,0.00996648,0.006849287,0.0847404,-0.010152258,0.025157187,-0.03646838,-0.035096181,0.0116,0.007916567,0.005131027
0.066736214,0.037142884,0.041487928,-0.014755857,0.094213832,0.00927148,0.035582844,0.082139997,0.020535776,-0.003039636,-0.025875166,0.041414443,-0.012510596,0.032608744,-0.014492742,0.001302836,0.03088234,0.075630264,0.075787299,0.07383176,0.027158078,0.060171916,0.130352074,0.121194813,0.056603776,0.022950758,0.214644657,0.072639184,0.052083216,0.034615758,0.020645213,0.11020414,0.046632198,0.050377898,-0.015748033,0.204139188,0.121383736,0.097026583,0.092158326,0.07295725,-0.106382958,0.046511429,0.120672012,0.067396163,0.133399318,-0.011001737,0.045622741,0.002035245,0.017640638,0.061270224,-0.058659229,0.036831992,0.066932442,0.002074766,0.108522339,0.156511314,0.028330315,0.006604991,0.042876915,0.12271074,0.09363878,0.064027837,0.107962201,0.062038447,0.053571344,0.116595511,-0.068906986,-0.044262316,0.118016811,0.018247675,0.182058881,0.015361682,0.060235513,0.130406291,0.084554606,0.037558741,0.046113288,0.12861279,0.015867583,0.011255651,0.075000062,0.254385956,0.059036169,0.107667419,0.071216645,0.086999983,0.22405334,0.040493514,0.129884951,0.027118652,0.057017545,0.047091944,0.021030855,0.222122293,0.066376518,0.033527556,0.048457591,0.046986742,0.11970451,-0.032258074,0.0232,0.05315359,0.00495204
0.073461552,-0.123185921,0.056910508,-0.01219505,0.013372937,0,-0.028957538,0.172972931,-0.030812328,-0.050610804,0.035874495,0.142076551,0.011049686,0.028752294,0.010961198,0.030000074,0.035211253,0.096602037,-0.014184286,0.048582948,0.051401712,0.04788738,0.016516902,0.098522126,-0.015673899,-0.050304986,0.091891834,0.059523692,0.056250015,0.043658911,0.01384075,0.051502113,-0.030303099,-0.035433112,0.031531531,0.140186991,0.083333214,-0.037765868,-0.047499859,-0.064001546,-0.023255769,-0.021582504,0.048912924,0.122904807,-0.022831307,-0.01162799,0.052631654,-0.095545766,0.09602656,-0.044673628,-0.009827992,0.037824918,0.027692409,-0.04712057,0,-0.012531341,-0.04474717,0.054945006,-0.057371117,0.026587801,-0.004201611,0.10000023,0.067924424,-0.107777893,-0.011605457,0.006024048,0.012371074,-0.070038391,0.100775175,-0.022652245,0.064676958,-0.086206966,0.02690595,-0.003412967,0.092592537,0.069236612,-0.068965606,0.058943613,0.070652081,0.010100943,0.003586516,0.058359809,0.035555672,0.040189107,0.041584408,0.036414657,0.065972303,0.018158386,0.038018955,0.027586086,0.082191826,-0.02314818,0.071919172,-0.060714262,0.078534044,-0.024154656,0.043996951,0,0.035340272,0.040540417,0.0175,0.011530644,0.005681554
-0.069795315,0.372114381,-0.069892474,-0.182961063,-0.137400111,0.317512235,0.026277451,-0.177876884,-0.078780508,0.101380611,-0.011936195,0.173187943,-0.004897306,-0.011912238,-0.002080811,-0.007075816,-0.005112843,-0.004836715,0.09610777,0.846666702,-0.091395565,0.04697759,-0.043172115,0.015578908,-0.043627131,0.175903973,-0.122237795,-0.013708399,-0.077611904,-0.063481217,-0.142052721,-0.092467536,-0.146240084,-0.162895164,-0.138156921,0.135635607,-0.008368233,-0.086539121,-0.040834457,-0.053668808,0.073798776,0.120953257,-0.046332034,-0.050128646,0.167524847,0.047734083,0.317647015,0.230769338,-0.113575288,0.219100037,-0.001904752,-0.084028863,-0.048205036,-0.092840653,-0.05904438,-0.153257199,0.021502174,-0.136764631,-0.104837749,-0.071678003,-0.122243026,-0.041323363,-0.191637606,-0.094505441,0.23137253,-0.055938703,0.043149128,0.002150585,-0.063505197,-0.070155196,0.022842316,-0.28750005,-0.158663191,-0.110819755,-0.018478213,-0.079633643,-0.182222679,0.020087524,-0.071645911,0.193984957,0.132877217,-0.069251124,0.043606599,-0.039249376,-0.12240612,0.061904778,-0.090813984,-0.100495433,0.01771509,-0.134007725,0.177674357,0.096774223,0.01505373,-0.049918331,-0.070720408,0.069176521,-0.12361292,-0.032063219,0.766485954,-0.105105112,0.0214,0.034636577,0.004216655
0.030837345,0.0348837,-0.046168328,-0.1399535,-0.041947974,0.119048089,-0.04807682,-0.178403759,0.056886192,0.024408154,0.04839948,0.019788805,-0.010471243,-0.077844166,-0.034653499,-0.105263182,-0.106619902,0.044601046,-0.090879557,0.046052644,0.006774578,0.016401061,-0.018868021,0.028436056,0.021020986,0.030211411,-0.106810448,-0.096033453,-0.069774899,0.047297352,-0.028621767,-0.090640916,-0.035502986,-0.043080193,-0.089100375,0.05925923,-0.047619024,-0.060052233,0.014175243,-0.050781292,0.028846316,0.060167986,-0.094059434,-0.12028306,0.001698127,-0.037617609,0.176993825,-0.027667789,0.041890017,-0.040498649,0.062768291,0.024213403,-0.027788358,-0.050955377,-0.00937123,0.071649658,0.025930687,0.019314354,0.042158531,-0.016870778,0.066147782,-0.10158357,-0.044163703,-0.006874436,0.030104869,-0.067484645,-0.03456214,0.067510083,-0.046979895,-0.078569359,-0.003818802,-0.051724178,-0.037174696,0.018987439,0.075329761,0.046082956,-0.035831395,0.030434738,-0.081196595,0.036569305,0.006160045,-0.079422743,-0.066945658,-0.089108901,-0.03621164,0.007347175,-0.016233755,-0.034934541,-0.039548112,-0.161589215,0.032715193,-0.013422886,-0.01886077,-0.034248167,-0.105921678,0.0864865,-0.047887215,-0.029338572,0.048953718,-0.154285791,0.0019,-0.012910626,0.004705459
0.025885525,0.03812017,-0.030765646,-0.094074011,0.007692276,0.199366996,-0.094285602,0.202467557,0.037843466,0.0453593,-0.021348552,0.010102853,-0.121344344,-0.112388416,0.07204016,-0.032432499,0.237651144,-0.023262418,0.123950607,0.201243115,0.030532951,-0.010899124,-0.029612552,-0.168050578,0.014184131,0.069841164,-0.056716419,0.044837823,0.029823018,0.014957338,0.014795281,-0.030206307,0.079787166,0.09251966,-0.056726435,0.117823171,-0.082303181,-0.073102117,-0.021236613,0.015700952,-0.086167683,0.185663733,-0.108607749,-0.074803412,0.048597944,-0.116182527,0.178259836,0.194716214,0.045306833,0.045591909,0.016666662,-0.104677427,0.021985107,-0.00730517,0.100797433,-0.052044544,0.114742823,-0.039425229,-0.072347354,0.005691931,-0.041891869,0.098673285,-0.008403377,-0.016949172,0.042839799,-0.037919192,0.040302368,0.077901479,0.040263002,0.020926252,0.076421556,0.188157798,-0.07497059,0.004329844,0.044887776,0.019060282,0.060358876,-0.032503384,0.047545986,-0.064532248,-0.066605624,0.119999966,0.097286986,0.0595185,-0.003336055,-0.10120121,0.000879167,-0.053416509,-0.186659804,0.105555481,-0.018897578,-0.058316004,-0.198376924,-0.012594535,-0.111361066,0.03838391,0.004618067,0.001269045,-0.096774194,-0.106969874,0.0122,0.018099111,0.003484922
-0.031249919,0.019337124,0.006320264,-0.029557889,0.075000029,0.004830923,0.026315801,0.06392702,-0.04241078,0.006235841,0.021806903,0.102486368,0.046979974,0.114583463,-0.015872949,-0.0424629,0.022292984,0.084112182,0.017476594,-0.052810845,0.012218049,-0.035366755,0.030476192,0.017857093,-0.02139039,-0.011126801,-0.019057329,-0.010126532,0.032025726,-0.001686317,-0.008677574,-0.008347257,-0.029196983,0.034600414,-0.055770777,0.062962944,-0.013157852,0.079487053,-0.002118665,-0.01196177,0.02516563,0.042690869,0.035294021,-0.00785338,0.027287375,0.040000031,-0.048331352,-0.05576923,-0.033788751,0.128329723,-0.055411991,0.007889851,-0.020952411,0.048193038,0.093650192,0.055193604,-0.026151942,-0.053246329,0.149390363,0.04272153,-0.03389828,-0.001058456,0.02793713,0.017543942,-0.020490333,0.1285267,-0.08411205,-0.041791013,-0.033333358,0.100671842,-0.061223933,-0.025423706,-0.009008917,-0.034666679,-0.019730894,0.007259546,0.004649464,0.06060608,0.136363798,-0.019089314,-0.021180025,0.010840059,0.039408798,-0.031502492,-0.026116326,0.022524419,0.042402802,-0.076305143,0.051948124,-0.007138274,-0.027173661,0.028142604,0.049504721,0.022146116,0.075590975,-0.077968077,-0.036723172,-0.041582236,0.018796698,0.032710344,-0.0024,-0.000320238,0.005082964
0.128246769,0.122994517,0.078729321,0.136816041,0.014473811,0.027989751,0.032000021,0.175094873,-0.021184473,0.185803767,-0.186263071,-0.063361827,0.129274661,0.069196481,0.1259542,0.23674769,0.15068498,0.117346891,-0.154929615,0.370370388,0.088383962,0.101731599,-0.144523664,0.055133546,-0.003722092,0.121666785,0.042803771,0.1350211,0.070464776,0.106546569,0.061122199,0.099075312,-0.096703289,0.067245037,0.072992717,-0.104868824,0.083977293,0.056504567,-0.001863778,0.069722943,0.195431541,-0.055888379,0.113347278,0.177685485,0.093516456,0.064005765,0.140954492,0.204565342,0.134057935,-0.178571439,0.07991812,0.0711566,-0.112977347,0.111111006,0,0.191064664,0.151320472,0.05875834,0.128953816,0.02975421,0.122468258,0.097345023,0.046948258,0.771689515,0.031042201,0.228214148,0.133682908,0.460815095,0.177255173,0.356908063,0.004572283,0.001682645,0.093284996,0.060404238,0.137096728,-0.070261404,-0.143874826,0.046511621,0.106797323,0.06246669,0.18660196,0.317991553,-0.11458336,0.161198324,0.046666583,0.105908556,0.050406891,0.171508299,0.165845623,0.113636298,-0.027210851,-0.029646403,0.209131541,0.055777124,0.21008406,-0.0729956,0.072802363,0.079274072,-0.031055346,0.063517898,0.0098,0.062395516,0.003602747
0.195227862,0.049389744,0.083003913,0.116822713,0.140579745,0.305555638,0.074576326,-0.040709945,0.14497312,0.100427327,0.194117539,0.194677226,0.105219692,-0.051282035,0.123853179,0.171816581,0.026666711,0.092920282,0.206896556,0.220109203,0.176795536,0.135135173,0.141414161,0.160726097,0.095007969,0.190231096,0.098831064,0.033707733,0.011086478,0.105151978,0.124498075,0.100961489,0.033993947,0.062780249,0.067010121,0.11111118,0.138528511,0.102564187,0.191432602,0.130518338,0.019348258,0.140844778,0.033112767,0.008671907,0.187510206,0.097884772,-0.037837822,0.195122007,0.188067516,0.021039015,0.221962612,0.105748552,0.156756674,0.144927378,0.028169038,0.136054412,0.028571404,0.130111574,0.247098175,0.132173552,0.142406194,0.018726648,0.06859207,-0.006153816,0.067415729,0.066559453,0.085095154,0.074076148,-0.059369397,0.241066394,0.048648245,0.057891731,0.060086668,0.148014062,0.265536971,0.158950585,0.307647638,0.125373144,0.077106883,0.148936148,0.057276695,0.391222942,0.117283957,0.027553513,0.095617559,0.236434135,0.088165345,0.154796985,0.119047505,0.090909154,0.078431323,0.082742396,0.052190978,0.043477464,0.216666467,0.20560876,0.063444551,0.038379584,0.118367501,0.03266096,0.0156,0.111587855,0.005426729
0.019468333,0.019055907,0.020292548,0.024152785,0.054656316,0.075827904,0.009932811,-0.073648423,0.036915383,-0.040495238,0.056455702,0.009648548,0.056666676,0.019290219,0.059320749,0.057342181,-0.10823531,0.004165454,0.031905948,0.124522882,0.106976719,0.082742474,-0.002168761,-0.022203192,0.024263905,-0.00067142,0.034039678,-0.013304992,0.02667768,0.102660501,3.58E-06,-0.001762389,0.054615691,0.014106015,0.060486303,-0.035144707,0.031463093,0.007908183,0.041908884,0.04489409,0.165705205,0.08556133,-0.017659118,-0.134593612,0.145722356,-0.07692314,0.050160612,0.093438363,0.039731461,0.000876854,0.058599412,0.040130935,0.006966296,0.041312756,0.040011829,-0.007617051,0.040403467,0.014410839,-0.071654739,-0.032186528,0.016310849,-0.046714503,0.039223311,0.000390422,-0.01166468,-0.019611326,-0.080872706,0.046092168,-0.053549837,0.051784697,0.019152039,0.00599806,0.038410074,0.029977899,0.070226278,0.101423514,0.041052606,-0.000705765,0.027924763,-0.015973466,0.047481644,0.029002622,0.101185936,-0.083021703,0.026147374,-0.023545444,0.028970932,0.137318777,0.038012669,-0.011555751,0.056393401,-0.067289549,0.002187522,0.02076767,-0.031784471,0.008747819,0.037924073,0.003601598,0.051100132,-0.034162549,0.0077,0.021274193,0.003860309
0.012717276,0.084721285,0.030350521,-0.084927258,-0.107074608,-0.023650678,-0.28485521,0.013359086,-0.022066959,-0.032450185,-0.075098777,0.033694788,-0.043532314,0.044838115,0.005137084,0.01547388,-0.020356827,0.119938725,0.01490328,0.053612166,0.037567025,0.069147843,0.029403478,0.036394247,0.027529658,0.099397591,-0.06279207,-0.01081268,-0.014252864,-0.005312109,0.071647033,0.033539485,0.150509318,0.078369912,0.079858245,0.063367897,-0.000609469,0.003735123,0.016080949,-0.007655652,0.033393461,-0.055799589,-0.038538771,-0.093146272,-0.004800004,-0.037838871,0.04676933,0.109671069,0.036392624,-0.02018385,0.00797002,-0.076172821,0.015230984,-0.026417592,0.023931668,-0.085595254,-0.012369975,0.039957124,-0.015221538,-0.391088794,-0.051212143,-0.077791925,0.008489518,0.043707471,0.141560161,0.042647084,-0.075626535,0.122340477,-0.001787902,0.091908484,0.002748751,0.05394738,-0.00023478,0.019116162,-0.053921544,-0.04984192,-0.105752012,-0.024221588,0.102161983,0.065051068,-0.039494468,-0.004352582,0.068824229,-0.064923451,0.065646727,-0.000426238,0.054788053,0.07854277,-0.015257854,-0.017962307,0.105414329,0.060370384,-0.010034562,0.072112205,0.001509282,0.013533769,-0.012702045,0.018415052,0.049005805,0.083551792,0.0003,0.014014244,0.00329705
0.038127624,0.119807406,-0.001918371,0.122439352,0.048346109,0.165054303,-0.058096773,-0.105238678,0.141857986,0.196157466,0.165874743,0.040515205,0.075046587,0.063863058,0.148998104,-0.053910593,-0.076858477,0.153778291,0.055996457,0.076002699,0.003056778,0.203682203,0.107002794,0.114341496,0.037889509,0.112746074,0.071212899,-0.032466446,-0.033353224,0.127819536,-0.052388428,-0.008837827,0.062631989,-0.041771822,0.070706484,0.116358358,0.065047926,0.018995147,0.057401895,0.074695157,0.169975155,-0.007241954,0.049254671,-0.011063468,0.306595565,0.169013997,0.070904231,0.338446182,0.008897761,0.066742092,-0.02475071,0.047919366,-0.015522251,0.035159473,0.11870078,0.084521962,-0.045267569,0.038265695,0.173200959,0.10563317,0.061745839,-0.091014718,0.053960692,-0.152155198,0.157611839,0.145573435,0.198062919,0.034660715,-0.012638307,0.092014889,0.157980067,0.013289006,0.030233695,-0.001642286,0.036328788,0.049878084,0.207692327,0.055555485,0.041581238,0.104821173,0.016124025,0.114906747,0.146353571,-0.008467534,-0.034585239,0.063361139,0.149319235,0.019908723,-0.019155037,0.150490589,0.206888213,0.252764668,0.067491525,0.019719849,0.090229677,0.072957222,-0.034299832,-0.046407705,0.199999946,0.011627419,0.0114,0.075175904,0.003869893
0.099999959,-0.051490544,0.06593405,0.01529065,0.055386624,-0.016826846,0.048076794,-0.096325551,-0.023110954,-0.074398231,0.031180997,0.095723092,0.062192392,-0.018691622,-0.016129046,0.119238233,-0.094444425,0.068965465,0.106770777,-0.088129416,0.0427631,0.10344833,0.05545297,0.031041802,0.098360688,0.019697041,0.089686048,0.007751914,0.041522421,0.016926049,0.067692329,0.075221238,0.067669143,0.082901407,0.075117459,0.156794317,0.026219774,0.042755467,0.089756273,0.079903155,-0.122605314,-0.042307628,0.031951049,0.029480968,0.044783615,-0.017657528,-0.085852516,-0.020366723,0.074275394,0.045064379,0.072222185,0.058234676,0.077598399,0.045976965,0.113225149,0.09771003,0.10266937,0.047945142,0.145888554,0.066767331,0.130455843,-0.012345298,0.05144698,-0.022988583,0.056537385,0.028097046,-0.085319857,-0.043613673,0.017111291,0.128047012,-0.055556671,0.061491463,0.103189436,0.1319667,0.081012701,0.109909956,0.053174375,0.061904743,0.089267551,0.046391821,0.051004671,0.243967629,0.045023704,0.013565993,0.112426036,0.077393106,0.089262193,-0.052174025,0.086419766,0.066176332,0.037606784,0.001983118,0.034128638,0.010101145,0.078838212,0.01020404,0.080457294,0.050909128,0.111685553,0.114968408,0.0163,0.040097472,0.004991495
-0.075075052,-0.286259524,0.068468816,-0.267573595,-0.231040174,-0.2667911,-0.077082017,-0.136792396,-0.126785743,-0.132855345,-0.061754139,-0.278996867,-0.11087872,-0.202847012,-0.191358062,-0.193645948,-0.269999973,-0.234375036,-0.340148663,-0.187969971,-0.043478257,-0.217843494,-0.061435529,-0.224489808,-0.067129673,-0.06583875,-0.087939732,-0.09683441,0.038865737,-0.140495887,0.102278179,0.131494934,0.024774788,0.06428234,0.153147936,-0.17507727,-0.14558238,0,-0.10552061,0.056508607,-0.192015646,-0.134714988,-0.247934078,-0.030825999,-0.124999949,-0.079411878,-0.148545043,-0.156611936,-0.103838422,-0.305785209,-0.075960409,-0.152990198,-0.190993841,-0.04887715,0.046511573,-0.019385841,-0.117752101,-0.15503716,-0.170534807,-0.208802476,-0.061709661,-0.196334803,0.103214119,-0.274834417,-0.049727974,-0.242784417,-0.173850102,-0.247641582,-0.168539395,-0.060278054,-0.080743045,0.055441487,0.116634945,-0.284109111,-0.151563096,-0.036220419,0.019868294,-0.202781026,0.018867932,-0.18750002,-0.175141228,-0.202448495,-0.100000012,-0.273780316,0.102941313,-0.228766361,-0.250225,-0.15,-0.070229041,0.097725768,-0.229869852,-0.15059222,-0.20634804,-0.121447386,-0.167678122,-0.065346529,0.007125913,-0.062823308,-0.168146823,-0.216836716,0.0021,-0.145796719,0.004099621
-0.003913902,-0.053097138,-0.028108982,0.020349653,-0.046321535,0.133549366,0.0208955,-0.065420651,0.080568606,0.083053321,0.149176919,0.082620923,-0.043189477,0.018018227,-0.109803983,-0.01077197,-0.031847055,0.109965796,0,0.110169425,-0.161654084,0.229616335,-0.010498721,0.024122844,-0.006622501,0.052997307,0.108433668,-0.018785847,-0.024529485,0.025345536,-0.013513189,-0.076578617,0,0.012658305,0.018782138,0.171428569,0.07089554,0.012903168,0.044850546,-0.010752738,0.087301589,-0.018927057,0.00595325,-0.111999903,0.232067933,-0.031249922,-0.021750391,0.06054258,-0.054588767,0.200892898,0.009463948,0.091863248,0.054838813,-0.08860751,0.009339951,-0.043950116,0.069415739,-0.066916003,-0.040462411,-0.011550853,0.003182144,-0.033764105,-0.000610261,-0.031978702,0.08348117,0.039409558,0.048913266,0.08108212,0.019736644,0.03401155,0.096795988,-0.035714322,0.022831223,-0.044444452,0.025746568,-0.020481861,0.03138859,0.093333298,0.005050563,0.134111307,0.046783607,0.04313784,0.107970717,0.013460047,-0.045976907,0.062350396,0.060040779,0.071428477,0,-0.071395721,0.0518481,-0.003436382,0.140535037,0.034539776,0.098539826,0.002320109,-0.003067577,-0.008144609,0.025931911,0.076923097,0.0272,0.009589542,0.005865371
0.101557206,-0.054947636,0.00620115,0.011417619,-0.040597967,0.061872842,-0.044126272,0.103837251,0.042236956,0.065268762,0.080875724,-0.041603552,-0.021248299,-0.060091955,-0.035999706,0.078561913,0.274103368,0.005453542,-0.040181281,-0.031571567,0.035536845,-0.031980653,0.057303964,-0.022727148,0.005374457,0.05436284,0.004222002,0.045974978,-0.021632101,-0.034687445,0.032786879,0.014677221,0.004815379,0.012527271,0.080541883,-0.021665458,-0.003976735,0.023789116,-0.065620499,-0.007609502,0.238555381,0.054957084,-0.02315775,0.220627776,0.089067431,-0.003665931,-0.010948842,-0.14823712,-0.042595632,0.010056571,-0.007403961,-0.042414207,0.026544323,-0.025423682,0.040484963,0.00053016,0.063177728,0.038256154,-0.017476702,-0.038009537,0.084564601,0.055751129,0.005534138,0.157303349,0.111755436,0.007526058,0.262440022,0.029483954,0.223209785,-0.04229545,0.005344434,0.005118585,0.071571451,-0.032159785,0.10120077,0.028232952,0.013719584,0.057203257,0.024829903,0.089712389,0.020423448,0.008179905,-0.016022735,0.311888829,0.007819263,-0.018004491,0.090548427,-0.006483673,0.073949974,-0.067024937,-0.004002221,0.097168027,0.000669149,0.068027124,-0.007480481,-0.014743592,0.052004434,0.117144408,-0.023208154,0.046453232,0.007,0.025466771,0.003696417
-0.006499565,0.119501717,0.067936883,0.103720075,0.065514761,-0.020285833,0.07413848,0.069906511,-0.033460233,0.101098575,0.019465814,0.005646942,-0.001029133,0.001347856,0.002017042,0.079671591,0.075896085,0.03937007,0.015763978,0.016067419,0.048188184,0.001617565,0.003682524,0.007529343,0.061906617,0.002254372,0.082196996,0.031777402,-0.010648399,0.036233672,0.023254174,0.021040324,0.049545444,0.021570682,0.010722954,0.020808561,-0.029788817,0.007546857,-0.027104564,0.012106508,-0.028637737,0.107341756,0.035826197,0.141159626,-0.04539727,-0.066977353,-0.025935456,-0.042029925,0.013624018,0.054769907,0.044432688,0.095157446,0.014622206,0.037236804,0.126412303,0.091913992,-0.043650935,0.099456127,-0.047135325,0.022586856,0.010084113,0.039205984,0.007875836,0.042966868,-0.002632888,0.046144114,0.117030838,-0.071428475,0.007945526,-0.144877313,0.059540802,0.049161953,0.037411938,0.0981803,0.005037567,0.014147169,0.222994914,0.037338494,0.017716499,0.005208891,-0.003605388,-0.026787769,0.001205017,0.057252031,0.017449696,0.006146069,-0.002228373,0.045346738,-0.05843138,0.202510972,0.159999973,0.038663661,0.009196985,0.016979463,0.006771385,0.106035371,0.008660419,0.040251517,-0.034153009,-0.001252674,0.0044,0.012208973,0.003260876
0.066287785,0.018181852,0.060000011,0.246153735,0.238862963,0.030406635,0.531157297,0.365170072,0.11140373,0.02554743,0.006179186,0.152472658,0.150229351,0.194148982,-0.020569672,-0.148536825,0.169082113,0.25000001,0.157004863,-0.089494201,0.106870354,-0.138828659,-0.183925813,0.151037933,0.083700446,0.059154861,0.105650137,0.237656881,0.047700207,0.059184265,0.082474106,0.056689422,-0.369047641,-0.003086483,-0.01172541,0.110912377,0.218544818,0.150288995,0.179106102,0.09867166,0.032830662,0.059523886,0.08353095,0.281523285,-0.013269403,0.026605382,0.152068132,0.167588542,-0.024305525,0.094976507,0.017283902,0.095108682,-0.031084239,0.175732237,0.123594502,0.053627734,0.179377666,0.177165293,0.061935496,0.425686671,0.013913287,0.138271925,0.192556534,0.015533118,0.050691206,0.198676453,0.009427099,0.051346816,0.310217654,0.046192427,0.161103196,0.032762042,0.042204468,0.090409913,0.138132319,-0.354196291,0.244798613,0.164781912,0.054846782,0.236376003,-0.030333541,0.357142892,0.093081716,0.035751958,-0.019718406,0.136531353,0.331532968,0.100952378,0.115894038,0.094017167,0.266949099,0.003743838,0.296835534,0.094994796,0.232514133,0.160432428,0.131672604,0.03568474,0.20649664,-0.215547752,0.0177,0.096719828,0.004885719
